,Provider,inp_out,inp_out,ClmAdmitDiagnosisCode,DiagnosisGroupCode,AttendingPhysician,OperatingPhysician,OtherPhysician,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,Gender,RenalDiseaseIndicator,InscClaimAmtReimbursed,InscClaimAmtReimbursed,IPAnnualReimbursementAmt,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,IPAnnualDeductibleAmt,Age,settlement_days,settlement_days,Days_Admit,Total_deductible,Total_deductible,Total_reimbursible,Total_reimbursible,ClaimID,State,County,PotentialFraud
4188,PRV56241,140,0,31,0,67,16,33,58,89,64,21,47,61,110,93,58,51,14,223,0.0,226.0,31640,3475.4285714285716,486560,430.77142857142854,60308,1984.0714285714287,60308,72.38191780821919,0.7642857142857142,0,0.0,1055.8428571428572,147818,5459.5,764330,140,7,20,0
4189,PRV56242,135,1,35,1,12,9,8,68,90,53,12,43,52,87,105,28,37,14,223,0.0,370.7352941176471,50420,5938.308823529412,807610,491.7352941176471,66876,3074.5588235294117,66876,73.77435535858179,2.0220588235294117,0,0.0,1320.8529411764705,179636,9012.867647058823,1225750,136,1,5,0
4190,PRV56243,831,78,164,69,122,70,85,395,518,372,138,291,380,662,697,270,280,73,1431,0.0,1015.1595159515952,922780,4529.229922992299,4117070,509.09570957095707,462768,2056.2706270627064,462768,72.93379748933798,1.6413641364136413,0,0.4081408140814081,1113.1551155115512,1011858,6585.500550055005,5986220,909,20,63,0
4191,PRV56245,76,0,10,0,7,5,6,33,50,31,6,26,46,49,54,16,13,12,117,0.0,180.52631578947367,13720,5800.394736842105,440830,351.3157894736842,26700,2175.7894736842104,26700,67.86038211968277,1.263157894736842,0,0.0,994.3421052631579,75570,7976.184210526316,606190,76,1,6,0
4192,PRV56247,24,2,8,2,10,3,3,8,12,5,3,8,8,14,13,13,10,3,38,0.0,785.0,20410,5064.615384615385,131680,405.53846153846155,10544,2365.769230769231,10544,72.45416227608008,1.9230769230769231,0,0.07692307692307693,799.3846153846154,20784,7430.384615384615,193190,26,2,6,0
4193,PRV56248,934,0,124,0,10,10,7,394,520,378,121,280,395,642,670,261,320,102,1462,0.0,303.2012847965739,283190,4843.329764453962,4523670,607.152034261242,567080,2415.1284796573877,567080,72.4197354140389,1.335117773019272,0,0.0,1192.6552462526768,1113940,7258.458244111349,6779400,934,6,33,0
4194,PRV56249,1054,56,166,54,33,31,17,455,577,447,151,298,480,772,815,363,354,107,1751,0.0,788.3873873873874,875110,4301.378378378378,4774530,469.64684684684687,521308,2024.4054054054054,521308,72.0393014932741,1.6063063063063063,0,0.3261261261261261,1021.5819819819819,1133956,6325.783783783784,7021620,1110,7,45,1
4195,PRV56251,30,0,7,0,9,5,6,6,16,6,4,3,10,22,23,12,14,1,52,0.0,298.3333333333333,8950,2715.6666666666665,81470,249.2,7476,3133.6666666666665,7476,73.03753424657535,0.8333333333333334,0,0.0,1251.5333333333333,37546,5849.333333333333,175480,30,3,3,0
4196,PRV56252,18,0,3,0,13,1,6,10,12,11,1,3,9,13,13,11,10,1,29,0.0,289.44444444444446,5210,2088.8888888888887,37600,296.6666666666667,5340,1643.888888888889,5340,70.1509893455099,1.6666666666666667,0,0.0,749.4444444444445,13490,3732.777777777778,67190,18,3,8,0
4197,PRV56253,248,63,88,58,28,19,15,128,168,129,39,98,127,224,222,117,104,31,509,0.0,2047.2025723472668,636680,6025.08038585209,1873800,659.2926045016077,205040,1734.1157556270095,205040,72.84476941373387,2.102893890675241,0,1.1768488745980707,1198.6495176848875,372780,7759.196141479099,2413110,311,2,27,1
4198,PRV56255,102,0,19,0,13,7,8,33,60,46,15,27,37,76,77,25,30,4,165,0.0,377.54901960784315,38510,2966.372549019608,302570,327.52941176470586,33408,3431.9607843137255,33408,74.92382487241473,1.4509803921568627,0,0.0,1183.7058823529412,120738,6398.333333333333,652630,102,2,9,0
4199,PRV56256,44,11,17,11,17,6,9,23,36,24,9,13,26,33,42,12,16,10,94,0.0,1648.1818181818182,90650,5180.727272727273,284940,709.8181818181819,39040,1372.1818181818182,39040,73.98480697384807,1.6545454545454545,0,0.8181818181818182,1153.6363636363637,63450,6552.909090909091,360410,55,3,7,0
4200,PRV56257,35,17,22,17,19,5,10,26,31,27,9,16,16,40,42,21,20,6,84,0.0,3027.6923076923076,157440,7570.7692307692305,393680,880.5384615384615,45788,2254.423076923077,45788,74.26153846153846,3.0,0,2.230769230769231,1694.576923076923,88118,9825.192307692309,510910,52,3,11,1
4201,PRV56258,70,0,15,0,46,13,19,30,40,31,14,24,30,49,51,18,21,6,109,0.0,373.2857142857143,26130,2741.714285714286,191920,389.0285714285714,27232,3387.285714285714,27232,74.87538160469667,1.0714285714285714,0,0.0,1320.8857142857144,92462,6129.0,429030,70,4,17,0
4202,PRV56259,180,16,59,16,110,34,56,93,112,74,20,59,91,145,156,69,80,26,319,0.0,816.4285714285714,160020,5070.459183673469,993810,524.6326530612245,102828,2398.9285714285716,102828,72.04755381604697,1.7908163265306123,0,0.5,1204.6836734693877,236118,7469.3877551020405,1464000,196,15,36,1
4203,PRV56260,4,55,43,52,9,5,3,40,39,34,19,36,34,47,55,22,17,11,99,0.0,9330.677966101695,550510,17199.15254237288,1014750,1851.7966101694915,109256,1247.6271186440679,109256,73.32769909449732,4.11864406779661,3,4.11864406779661,2216.2033898305085,130756,18446.77966101695,1088360,59,3,7,0
4204,PRV56261,69,0,8,0,11,5,7,25,39,18,8,22,25,36,50,25,24,2,103,0.0,357.82608695652175,24690,2927.9710144927535,202030,278.60869565217394,19224,1926.5217391304348,19224,73.84474885844749,0.5652173913043478,0,0.0,729.3333333333334,50324,4854.492753623188,334960,69,3,7,0
4205,PRV56262,15,0,1,0,9,2,4,5,9,4,3,5,5,9,12,7,4,0,24,0.0,232.0,3480,3800.0,57000,498.4,7476,2120.0,7476,71.5386301369863,0.9333333333333333,0,0.0,1351.0666666666666,20266,5920.0,88800,15,1,5,0
4206,PRV56263,16,2,6,2,11,5,9,7,7,2,1,5,9,12,12,8,5,0,29,0.0,1274.4444444444443,22940,2933.3333333333335,52800,550.6666666666666,9912,1420.0,9912,79.48980213089801,0.8333333333333334,0,0.2777777777777778,994.0,17892,4353.333333333333,78360,18,2,7,0
4207,PRV56264,32,19,25,19,27,11,10,24,25,28,6,16,25,35,37,7,12,4,77,0.0,3373.529411764706,172050,6637.450980392156,338510,837.6470588235294,42720,1810.0,42720,73.20977706150953,3.607843137254902,0,2.607843137254902,1329.2156862745098,67790,8447.450980392157,430820,51,4,11,0
4208,PRV56265,106,20,32,18,17,6,12,42,63,55,20,32,44,96,110,46,40,20,228,0.0,1680.6349206349207,211760,6069.841269841269,764800,550.952380952381,69420,1777.6190476190477,69420,70.22117851706894,1.3650793650793651,0,0.8888888888888888,1229.6031746031747,154930,7847.460317460317,988780,126,1,6,0
4209,PRV56266,30,0,8,0,21,3,12,14,12,11,1,13,16,15,22,3,15,3,39,0.0,321.3333333333333,9640,2064.0,61920,284.8,8544,2359.0,8544,69.02319634703196,1.4333333333333333,0,0.0,832.1333333333333,24964,4423.0,132690,30,5,8,0
4210,PRV56267,4,0,1,0,3,1,1,2,2,1,2,3,3,3,4,2,2,0,6,0.0,87.5,350,0.0,0,0.0,0,1290.0,0,69.27808219178083,0.0,0,0.0,772.5,3090,1290.0,5160,4,1,2,0
4211,PRV56268,1052,61,167,56,299,122,188,460,651,449,156,346,526,800,868,369,331,86,1785,0.0,845.1662174303684,940670,5125.938903863432,5705170,546.062893081761,607768,2208.4725965858042,607768,73.4260089354946,1.669362084456424,0,0.38005390835579517,1141.8454627133872,1270874,7334.411500449236,8163200,1113,20,62,1
4212,PRV56269,9,8,13,8,13,6,3,9,11,12,6,8,8,13,14,4,6,3,25,0.0,4895.882352941177,83230,10257.64705882353,174380,1193.6470588235295,20292,2147.6470588235293,20292,76.16067687348912,2.176470588235294,0,2.176470588235294,1806.0,30702,12405.29411764706,210890,17,2,3,0
4213,PRV56270,1043,0,110,0,44,37,18,389,586,405,203,329,413,730,829,269,280,105,1651,0.0,278.01534036433367,289970,4538.571428571428,4733730,417.1275167785235,435064,2180.843720038351,435064,72.04060731031403,1.180249280920422,0,0.0,1081.7871524448706,1128304,6719.41514860978,7008350,1043,3,15,0
4214,PRV56271,92,1,15,1,17,9,12,30,48,19,11,25,32,57,72,28,21,12,141,0.0,395.26881720430106,36760,1338.1720430107528,124450,126.3225806451613,11748,1650.967741935484,11748,67.94688466637207,1.2903225806451613,0,0.010752688172043012,640.1935483870968,59538,2989.1397849462364,277990,93,4,9,0
4215,PRV56272,22,0,2,0,6,5,6,9,17,10,7,5,9,17,14,0,12,1,36,0.0,247.72727272727272,5450,5335.454545454545,117380,582.5454545454545,12816,2131.818181818182,12816,74.47683686176838,1.6818181818181819,0,0.0,1210.2727272727273,26626,7467.272727272727,164280,22,1,1,0
4216,PRV56274,4,4,4,4,7,2,4,2,4,6,2,3,3,3,5,3,2,2,13,0.0,2997.5,23980,3825.0,30600,667.5,5340,1397.5,5340,70.47671232876712,2.875,0,2.625,1180.0,9440,5222.5,41780,8,1,4,0
4217,PRV56275,80,0,21,0,1,1,0,25,58,33,3,15,32,58,68,14,22,23,127,0.0,308.625,24690,1168.5,93480,225.25,18020,2571.5,18020,73.79732876712328,0.5875,0,0.0,751.0,60080,3740.0,299200,80,1,5,0
4218,PRV56276,6,1,1,1,3,1,3,3,4,5,1,2,5,4,5,2,2,0,11,0.0,1912.857142857143,13390,5322.857142857143,37260,305.14285714285717,2136,1968.5714285714287,2136,72.62230919765166,3.857142857142857,0,2.142857142857143,909.4285714285714,6366,7291.428571428572,51040,7,1,3,0
4219,PRV56277,19,0,2,0,5,2,4,9,14,8,3,5,5,16,18,8,7,0,32,0.0,287.89473684210526,5470,4897.894736842105,93060,449.6842105263158,8544,4451.578947368421,8544,76.66705118961788,2.3157894736842106,0,0.0,1646.5263157894738,31284,9349.473684210527,177640,19,1,2,0
4220,PRV56278,27,0,4,0,3,2,3,4,20,11,7,2,11,19,18,8,6,0,42,0.0,774.4444444444445,20910,2732.5925925925926,73780,237.33333333333334,6408,3651.1111111111113,6408,72.15504819888382,2.259259259259259,0,0.0,1265.4814814814815,34168,6383.7037037037035,172360,27,1,2,0
4221,PRV56279,53,0,14,0,2,2,2,26,43,28,3,19,17,45,40,21,23,8,80,0.0,335.2830188679245,17770,3362.264150943396,178200,362.7169811320755,19224,2793.9622641509436,19224,71.8707159472732,2.056603773584906,0,0.0,1224.7924528301887,64914,6156.226415094339,326280,53,2,3,0
4222,PRV56280,39,0,11,0,6,3,6,10,27,18,4,11,15,29,31,12,11,3,60,0.0,216.66666666666666,8450,6005.128205128205,234200,465.53846153846155,18156,3964.871794871795,18156,69.12019669827889,0.2564102564102564,0,0.0,1559.3846153846155,60816,9970.0,388830,39,1,6,0
4223,PRV56281,54,0,10,0,2,2,2,16,40,32,6,8,21,40,42,15,17,8,85,0.0,446.85185185185185,24130,8259.25925925926,446000,474.6666666666667,25632,3898.1481481481483,25632,71.48107559614408,2.259259259259259,0,0.0,1447.4444444444443,78162,12157.407407407407,656500,54,1,2,0
4224,PRV56282,4,0,2,0,2,1,2,3,3,2,2,1,2,2,2,0,2,1,7,0.0,125.0,500,3150.0,12600,1301.0,5204,1585.0,5204,82.3486301369863,0.25,0,0.0,1621.0,6484,4735.0,18940,4,1,1,0
4225,PRV56283,3,0,1,0,1,0,1,2,2,3,0,1,1,3,2,0,1,1,6,0.0,773.3333333333334,2320,16333.333333333334,49000,712.0,2136,7646.666666666667,2136,70.37990867579909,6.666666666666667,0,0.0,2425.3333333333335,7276,23980.0,71940,3,1,2,0
4226,PRV56284,67,0,16,0,3,3,3,24,30,30,6,14,16,43,49,14,19,4,111,0.0,344.6268656716418,23090,4772.388059701492,319750,589.7910447761194,39516,1951.3432835820895,39516,72.50664485790227,1.4179104477611941,0,0.0,1162.9253731343283,77916,6723.731343283582,450490,67,1,4,0
4227,PRV56285,0,13,11,13,2,3,1,7,10,9,3,7,6,10,13,4,6,1,24,0.0,10769.23076923077,140000,23760.76923076923,308890,2053.846153846154,26700,1333.076923076923,26700,75.3976817702845,7.230769230769231,2,7.230769230769231,2406.923076923077,31290,25093.846153846152,326220,13,2,5,0
4228,PRV56286,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,2,0.0,23000.0,23000,23000.0,23000,1068.0,1068,60.0,1068,73.46849315068494,15.0,15,15.0,1078.0,1078,23060.0,23060,1,1,1,0
4229,PRV56287,107,0,20,0,1,1,1,46,56,49,26,44,37,72,94,35,25,5,172,0.0,268.0373831775701,28680,3857.2897196261683,412730,389.2710280373832,41652,2164.2056074766356,41652,74.52577134809883,1.1495327102803738,0,0.0,1083.5700934579438,115942,6021.4953271028035,644300,107,1,4,0
4230,PRV56288,0,2,2,2,2,2,0,1,1,1,1,1,1,2,2,0,0,0,4,0.0,12000.0,24000,22500.0,45000,2136.0,4272,755.0,4272,64.75205479452055,2.5,2,2.5,2296.0,4592,23255.0,46510,2,1,2,0
4231,PRV56289,0,5,5,5,4,1,0,4,3,1,1,1,3,4,3,2,1,1,8,0.0,5600.0,28000,8400.0,42000,1495.2,7476,256.0,7476,66.34630136986301,4.0,2,4.0,1671.2,8356,8656.0,43280,5,1,3,0
4232,PRV56290,23,0,3,0,3,2,2,9,13,7,2,10,11,17,17,7,8,1,36,0.0,502.60869565217394,11560,11305.652173913044,260030,696.5217391304348,16020,3000.0,16020,78.0184633710542,2.739130434782609,0,0.0,1387.8260869565217,31920,14305.652173913044,329030,23,1,2,0
4233,PRV56291,36,0,5,0,2,2,2,15,16,16,3,10,19,24,26,14,8,4,57,0.0,365.27777777777777,13150,2391.1111111111113,86080,178.0,6408,3478.6111111111113,6408,71.25494672754947,3.1944444444444446,0,0.0,829.3888888888889,29858,5869.722222222223,211310,36,1,1,0
4234,PRV56293,3,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,5,0.0,143.33333333333334,430,0.0,0,0.0,0,660.0,0,70.99543378995433,0.0,0,0.0,193.33333333333334,580,660.0,1980,3,1,2,0
4235,PRV56295,4,0,2,0,1,0,1,1,2,4,2,1,1,3,3,2,1,1,6,0.0,300.0,1200,18385.0,73540,534.0,2136,590.0,2136,72.38287671232877,0.0,0,0.0,769.0,3076,18975.0,75900,4,1,1,0
4236,PRV56297,28,0,8,0,3,2,1,16,22,12,5,8,12,20,18,19,8,3,47,0.0,255.0,7140,3409.285714285714,95460,534.0,14952,1434.642857142857,14952,76.76780821917808,2.2857142857142856,0,0.0,1070.4285714285713,29972,4843.928571428572,135630,28,1,1,0
4237,PRV56299,5,0,2,0,1,1,1,2,4,2,0,1,2,3,2,2,1,0,8,0.0,64.0,320,4080.0,20400,1068.0,5340,1448.0,5340,75.33424657534246,0.0,0,0.0,1644.0,8220,5528.0,27640,5,1,1,0
4238,PRV56300,8,0,2,0,1,1,1,6,5,5,0,0,1,8,6,3,2,0,10,0.0,123.75,990,575.0,4600,133.5,1068,1570.0,1068,78.11780821917809,2.5,0,0.0,867.25,6938,2145.0,17160,8,1,2,0
4239,PRV56301,3,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,5,0.0,343.3333333333333,1030,1333.3333333333333,4000,356.0,1068,1170.0,1068,68.46301369863015,0.0,0,0.0,676.0,2028,2503.3333333333335,7510,3,1,1,0
4240,PRV56302,4,0,1,0,1,0,1,2,1,1,0,0,1,3,3,2,2,1,6,0.0,375.0,1500,1300.0,5200,267.0,1068,3270.0,1068,70.19520547945206,0.0,0,0.0,1567.0,6268,4570.0,18280,4,1,1,0
4241,PRV56303,2,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0,1,0,4,0.0,35.0,70,0.0,0,0.0,0,2290.0,0,75.71917808219177,0.0,0,0.0,355.0,710,2290.0,4580,2,1,2,0
4242,PRV56304,15,0,3,0,2,1,1,7,7,10,2,7,7,12,10,5,6,2,21,0.0,844.0,12660,5277.333333333333,79160,427.2,6408,5655.333333333333,6408,75.11305936073059,1.5333333333333334,0,0.0,1771.2,26568,10932.666666666666,163990,15,1,1,0
4243,PRV56305,29,0,2,0,1,1,1,2,12,10,3,9,8,20,18,4,7,0,52,0.0,144.82758620689654,4200,8441.379310344828,244800,589.2413793103449,17088,795.1724137931035,17088,76.4098252243741,0.13793103448275862,0,0.0,867.5172413793103,25158,9236.551724137931,267860,29,1,1,0
4244,PRV56306,7,0,2,0,1,1,1,3,2,5,1,4,6,6,3,2,4,0,11,0.0,200.0,1400,2428.5714285714284,17000,610.2857142857143,4272,3268.5714285714284,4272,63.44853228962818,2.857142857142857,0,0.0,1458.857142857143,10212,5697.142857142857,39880,7,1,1,0
4245,PRV56307,12,0,2,0,3,1,1,6,6,4,0,2,6,9,8,6,6,1,16,0.0,110.83333333333333,1330,8883.333333333334,106600,445.0,5340,1500.0,5340,71.11255707762557,1.6666666666666667,0,0.0,823.3333333333334,9880,10383.333333333334,124600,12,2,3,0
4246,PRV56308,15,0,5,0,3,2,3,8,8,2,0,6,5,8,13,4,2,1,25,0.0,335.3333333333333,5030,2003.3333333333333,30050,213.6,3204,2680.6666666666665,3204,74.17351598173516,1.4666666666666666,0,0.0,1252.2666666666667,18784,4684.0,70260,15,1,2,0
4247,PRV56309,3,0,2,0,1,1,0,1,1,3,0,2,3,2,3,2,1,1,4,0.0,440.0,1320,5000.0,15000,1068.0,3204,3393.3333333333335,3204,60.59817351598173,0.0,0,0.0,1908.0,5724,8393.333333333334,25180,3,1,1,0
4248,PRV56310,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,2,0.0,80.0,80,6000.0,6000,1068.0,1068,1470.0,1068,75.21917808219177,0.0,0,0.0,1468.0,1468,7470.0,7470,1,1,1,0
4249,PRV56311,19,0,4,0,2,2,2,7,12,1,3,6,7,11,15,10,6,0,28,0.0,403.6842105263158,7670,1947.3684210526317,37000,224.8421052631579,4272,1301.578947368421,4272,75.09170872386446,0.631578947368421,0,0.0,577.4736842105264,10972,3248.9473684210525,61730,19,1,1,0
4250,PRV56313,3,0,0,0,1,1,1,1,3,2,0,1,1,1,2,1,2,1,5,0.0,33.333333333333336,100,9573.333333333334,28720,1068.0,3204,703.3333333333334,3204,69.49132420091324,0.0,0,0.0,1484.6666666666667,4454,10276.666666666666,30830,3,1,1,0
4251,PRV56314,8,0,2,0,3,1,1,1,4,2,0,2,3,4,6,4,1,0,12,0.0,467.5,3740,3500.0,28000,400.5,3204,5062.5,3204,73.6126712328767,2.5,0,0.0,1501.75,12014,8562.5,68500,8,1,2,0
4252,PRV56316,6,0,1,0,3,2,2,4,4,2,2,3,4,5,6,2,1,1,12,0.0,741.6666666666666,4450,6796.666666666667,40780,1068.0,6408,4833.333333333333,6408,78.17853881278539,3.6666666666666665,0,0.0,2876.3333333333335,17258,11630.0,69780,6,1,1,0
4253,PRV56317,2,0,2,0,2,0,1,1,1,1,1,1,1,2,2,1,2,1,3,0.0,5.0,10,3575.0,7150,534.0,1068,2255.0,1068,82.51643835616439,0.0,0,0.0,799.0,1598,5830.0,11660,2,1,1,0
4254,PRV56318,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0.0,200.0,200,0.0,0,0.0,0,2300.0,0,83.88767123287671,0.0,0,0.0,140.0,140,2300.0,2300,1,1,1,0
4255,PRV56319,13,0,3,0,2,2,2,8,7,4,0,2,7,9,9,2,9,2,22,0.0,498.46153846153845,6480,2401.5384615384614,31220,323.38461538461536,4204,1093.8461538461538,4204,77.92602739726027,1.5384615384615385,0,0.0,757.2307692307693,9844,3495.3846153846152,45440,13,1,2,0
4256,PRV56321,7,0,2,0,2,1,2,0,4,2,0,0,1,5,5,1,2,0,14,0.0,558.5714285714286,3910,12857.142857142857,90000,305.14285714285717,2136,5585.714285714285,2136,72.22857142857143,0.0,0,0.0,1682.2857142857142,11776,18442.85714285714,129100,7,1,2,0
4257,PRV56322,37,0,6,0,3,2,3,15,25,12,5,13,13,23,26,15,10,6,60,0.0,183.78378378378378,6800,4785.405405405405,177060,519.5675675675676,19224,1560.8108108108108,19224,69.34061458718993,0.0,0,0.0,1215.2432432432433,44964,6346.216216216216,234810,37,1,1,0
4258,PRV56324,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,2,0.0,100.0,100,57200.0,57200,3204.0,3204,1390.0,3204,66.63287671232877,0.0,0,0.0,3584.0,3584,58590.0,58590,1,1,1,0
4259,PRV56328,15,0,1,0,3,2,3,7,8,5,0,2,7,10,12,7,5,2,26,0.0,140.0,2100,7296.0,109440,569.6,8544,1028.6666666666667,8544,81.70703196347033,2.2,0,0.0,1101.6,16524,8324.666666666666,124870,15,1,2,0
4260,PRV56329,0,14,14,14,2,3,1,5,8,8,0,6,6,13,12,4,4,2,20,0.0,12642.857142857143,177000,21162.85714285714,296280,2050.0,28700,1923.5714285714287,28700,70.22074363992172,5.714285714285714,9,5.714285714285714,2564.285714285714,35900,23086.428571428572,323210,14,1,6,0
4261,PRV56330,16,0,7,0,3,2,2,4,8,6,2,5,5,11,12,1,5,0,27,0.0,195.625,3130,1762.5,28200,200.25,3204,1739.375,3204,71.60256849315068,0.0625,0,0.0,696.5,11144,3501.875,56030,16,1,2,0
4262,PRV56331,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0.0,10.0,10,0.0,0,0.0,0,1410.0,0,65.46301369863014,0.0,0,0.0,630.0,630,1410.0,1410,1,1,1,0
4263,PRV56333,42,0,6,0,2,1,2,24,23,22,5,13,20,31,32,11,14,3,71,0.0,276.1904761904762,11600,2957.3809523809523,124210,379.8095238095238,15952,2597.1428571428573,15952,73.23150684931507,1.5952380952380953,0,0.0,944.5714285714286,39672,5554.523809523809,233290,42,1,2,0
4264,PRV56334,8,0,2,0,1,1,1,1,4,2,0,0,3,6,5,3,3,1,12,0.0,83.75,670,0.0,0,0.0,0,972.5,0,69.1736301369863,0.0,0,0.0,230.0,1840,972.5,7780,8,1,1,0
4265,PRV56335,0,18,15,18,3,4,1,8,10,9,4,7,8,14,15,4,7,2,29,0.0,8666.666666666666,156000,11736.111111111111,211250,1392.4444444444443,25064,1303.3333333333333,25064,78.51293759512937,5.0,2,5.0,1744.111111111111,31394,13039.444444444445,234710,18,2,6,0
4266,PRV56336,0,21,19,21,1,1,1,9,12,13,5,7,6,16,15,11,9,1,37,0.0,11285.714285714286,237000,14329.047619047618,300910,1271.4285714285713,26700,1117.6190476190477,26700,71.97821265492499,4.571428571428571,4,4.571428571428571,1548.5714285714287,32520,15446.666666666666,324380,21,1,4,0
4267,PRV56337,2,0,0,0,1,0,1,2,1,0,0,0,2,2,1,0,2,0,4,0.0,90.0,180,6500.0,13000,534.0,1068,2010.0,1068,89.89589041095891,0.0,0,0.0,1399.0,2798,8510.0,17020,2,1,2,0
4268,PRV56338,0,10,10,9,3,2,0,6,8,6,3,8,7,7,8,3,5,1,16,0.0,9740.0,97400,15258.0,152580,1708.8,17088,693.0,17088,68.28054794520548,5.2,3,5.2,1891.8,18918,15951.0,159510,10,1,3,0
4269,PRV56339,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0.0,9000.0,9000,9000.0,9000,1068.0,1068,6860.0,1068,45.78356164383562,3.0,3,3.0,1528.0,1528,15860.0,15860,1,1,1,0
4270,PRV56340,0,3,3,3,1,2,0,3,2,2,0,1,2,3,2,1,2,0,5,0.0,19000.0,57000,24480.0,73440,2492.0,7476,1973.3333333333333,7476,66.43470319634703,6.0,13,6.0,3068.6666666666665,9206,26453.333333333332,79360,3,1,2,0
4271,PRV56341,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0.0,18000.0,18000,21210.0,21210,2136.0,2136,690.0,2136,76.3013698630137,5.0,5,5.0,2156.0,2156,21900.0,21900,1,1,1,0
4272,PRV56342,0,5,5,5,1,4,1,1,1,1,1,2,0,3,4,0,2,0,8,0.0,10400.0,52000,19246.0,96230,1708.8,8544,854.0,8544,69.41479452054794,2.6,2,2.6,2062.8,10314,20100.0,100500,5,2,3,0
4273,PRV56344,11,0,2,0,5,4,4,7,4,0,1,1,1,5,6,5,0,1,19,0.0,320.0,3520,1545.4545454545455,17000,194.1818181818182,2136,1290.909090909091,2136,73.25504358655043,0.0,0,0.0,432.3636363636364,4756,2836.3636363636365,31200,11,2,4,0
4274,PRV56345,572,0,92,0,10,8,6,278,318,216,90,142,248,356,414,167,162,44,894,0.0,235.15734265734267,134510,4164.073426573426,2381850,452.041958041958,258568,1941.2587412587413,258568,73.87989749976052,1.1451048951048952,0,0.0,1032.3041958041958,590478,6105.332167832168,3492250,572,5,47,0
4275,PRV56346,42,0,8,0,14,5,6,16,23,24,15,5,13,31,30,8,13,10,68,0.0,382.14285714285717,16050,6444.761904761905,270680,457.7142857142857,19224,4489.761904761905,19224,76.24161774298761,2.119047619047619,0,0.0,1835.5714285714287,77094,10934.52380952381,459250,42,1,9,0
4276,PRV56347,42,9,18,9,19,10,15,28,28,23,9,8,28,41,43,18,14,4,85,0.0,2080.5882352941176,106110,6890.980392156863,351440,727.6078431372549,37108,2666.8627450980393,37108,74.87864625302176,1.6470588235294117,0,0.7843137254901961,1508.5882352941176,76938,9557.843137254902,487450,51,3,18,0
4277,PRV56348,58,0,14,0,28,7,13,25,40,29,10,21,27,37,44,23,17,6,96,0.0,193.10344827586206,11200,5986.379310344828,347210,589.2413793103449,34176,2562.9310344827586,34176,76.21979215871517,0.27586206896551724,0,0.0,1448.2068965517242,83996,8549.310344827587,495860,58,2,11,0
4278,PRV56349,30,31,31,28,33,16,11,24,40,30,9,27,31,42,46,18,24,4,97,0.0,4725.901639344263,288280,10302.131147540984,628430,1120.5245901639344,68352,1993.9344262295083,68352,70.66849315068494,3.0,0,1.9672131147540983,1775.1147540983607,108282,12296.065573770491,750060,61,7,19,0
4279,PRV56350,92,66,64,55,80,33,28,51,102,65,40,44,60,111,129,43,47,18,255,0.0,5142.594936708861,812530,10296.012658227848,1626770,992.2278481012659,156772,2578.6708860759495,156772,75.32193514825732,3.721518987341772,0,2.2088607594936707,1702.4810126582279,268992,12874.683544303798,2034200,158,7,44,1
4280,PRV56351,29,0,6,0,13,6,5,10,25,20,3,15,15,25,27,12,5,3,40,0.0,376.55172413793105,10920,12397.241379310344,359520,1100.1379310344828,31904,3842.4137931034484,31904,73.5963155408597,2.1379310344827585,0,0.0,1877.3793103448277,54444,16239.655172413793,470950,29,3,9,0
4281,PRV56352,20,4,8,4,14,6,8,9,10,8,4,5,12,13,14,11,5,1,38,0.0,1572.0833333333333,37730,6047.5,145140,667.5,16020,1165.4166666666667,16020,75.92351598173516,1.4583333333333333,0,1.4166666666666667,1178.3333333333333,28280,7212.916666666667,173110,24,2,12,0
4282,PRV56353,96,0,20,0,25,9,21,34,55,33,22,24,55,67,70,16,36,1,161,0.0,305.625,29340,2072.3958333333335,198950,520.5416666666666,49972,1658.2291666666667,49972,73.01258561643836,0.875,0,0.0,947.9375,91002,3730.625,358140,96,2,15,0
4283,PRV56354,8,3,5,3,7,2,4,3,7,2,1,3,3,7,9,3,2,1,20,0.0,6406.363636363636,70470,6798.181818181818,74780,485.45454545454544,5340,1123.6363636363637,5340,75.08169364881694,1.5454545454545454,0,1.5454545454545454,667.2727272727273,7340,7921.818181818182,87140,11,2,5,0
